Year,시도,Value
2007,0.전국,1621.0
2008,0.전국,1564.0
2009,0.전국,1475.0
2010,0.전국,1385.0
2011,0.전국,1350.0
2012,0.전국,1320.0
2013,0.전국,1305.0
2014,0.전국,1286.0
2015,0.전국,1224.0
2016,0.전국,1186.0
2017,0.전국,1091.0
2018,0.전국,1013.0
2019,0.전국,926.0
2020,0.전국,859.0
2021,0.전국,806.0
2007,1.수도권,1946.669131
2008,1.수도권,1907.396451
2009,1.수도권,1824.129517
2010,1.수도권,1833.146239
2011,1.수도권,1754.185188
2012,1.수도권,1700.331371
2013,1.수도권,1691.538776
2014,1.수도권,1650.098953
2015,1.수도권,1571.289451
2016,1.수도권,1535.673608
2017,1.수도권,1433.508038
2018,1.수도권,1372.860305
2019,1.수도권,1313.762998
2020,1.수도권,1251.661155
2021,1.수도권,1197.408687
2007,2.서울특별시,1931.0
2008,2.서울특별시,1915.0
2009,2.서울특별시,1814.0
2010,2.서울특별시,1778.0
2011,2.서울특별시,1694.0
2012,2.서울특별시,1603.0
2013,2.서울특별시,1560.0
2014,2.서울특별시,1514.0
2015,2.서울특별시,1470.0
2016,2.서울특별시,1456.0
2017,2.서울특별시,1418.0
2018,2.서울특별시,1395.0
2019,2.서울특별시,1379.0
2020,2.서울특별시,1344.0
2021,2.서울특별시,1287.0
2007,3.인천광역시,1579.0
2008,3.인천광역시,1400.0
2009,3.인천광역시,1232.0
2010,3.인천광역시,1241.0
2011,3.인천광역시,1252.0
2012,3.인천광역시,1266.0
2013,3.인천광역시,1277.0
2014,3.인천광역시,1278.0
2015,3.인천광역시,1233.0
2016,3.인천광역시,1198.0
2017,3.인천광역시,1114.0
2018,3.인천광역시,1037.0
2019,3.인천광역시,987.0
2020,3.인천광역시,926.0
2021,3.인천광역시,896.0
2007,4.경기도,2079.0
2008,4.경기도,2080.0
2009,4.경기도,2069.0
2010,4.경기도,2128.0
2011,4.경기도,2004.0
2012,4.경기도,1958.0
2013,4.경기도,1981.0
2014,4.경기도,1923.0
2015,4.경기도,1784.0
2016,4.경기도,1721.0
2017,4.경기도,1548.0
2018,4.경기도,1463.0
2019,4.경기도,1367.0
2020,4.경기도,1288.0
2021,4.경기도,1227.0
