Year,지역,Value
2001,0.전국,100.0
2002,0.전국,100.6
2003,0.전국,101.1
2004,0.전국,101.5
2005,0.전국,101.7
2006,0.전국,102.3
2007,0.전국,102.8
2008,0.전국,103.6
2009,0.전국,104.1
2010,0.전국,104.6
2011,0.전국,105.4
2012,0.전국,106.0
2013,0.전국,106.5
2014,0.전국,107.1
2015,0.전국,107.7
2016,0.전국,108.1
2017,0.전국,108.4
2018,0.전국,108.9
2019,0.전국,109.2
2020,0.전국,109.3
2021,0.전국,109.4
2001,1.수도권,100.0
2002,1.수도권,101.5
2003,1.수도권,103.0
2004,1.수도권,104.3
2005,1.수도권,105.2
2006,1.수도권,106.4
2007,1.수도권,107.6
2008,1.수도권,108.9
2009,1.수도권,109.8
2010,1.수도권,110.6
2011,1.수도권,111.6
2012,1.수도권,112.3
2013,1.수도권,112.9
2014,1.수도권,113.7
2015,1.수도권,114.3
2016,1.수도권,114.7
2017,1.수도권,115.3
2018,1.수도권,116.2
2019,1.수도권,117.0
2020,1.수도권,117.5
2021,1.수도권,117.9
2001,2.충청권,100.0
2002,2.충청권,100.2
2003,2.충청권,100.4
2004,2.충청권,100.9
2005,2.충청권,101.5
2006,2.충청권,102.3
2007,2.충청권,103.4
2008,2.충청권,104.7
2009,2.충청권,105.6
2010,2.충청권,106.6
2011,2.충청권,108.0
2012,2.충청권,109.2
2013,2.충청권,110.3
2014,2.충청권,111.5
2015,2.충청권,113.0
2016,2.충청권,114.6
2017,2.충청권,115.8
2018,2.충청권,117.1
2019,2.충청권,117.8
2020,2.충청권,118.5
2021,2.충청권,119.0
2001,3.호남권,100.0
2002,3.호남권,99.1
2003,3.호남권,98.2
2004,3.호남권,97.0
2005,3.호남권,95.9
2006,3.호남권,95.3
2007,3.호남권,94.8
2008,3.호남권,94.7
2009,3.호남권,94.9
2010,3.호남권,95.1
2011,3.호남권,95.5
2012,3.호남권,95.8
2013,3.호남권,95.9
2014,3.호남권,96.2
2015,3.호남권,96.4
2016,3.호남권,96.4
2017,3.호남권,96.0
2018,3.호남권,95.8
2019,3.호남권,95.1
2020,3.호남권,94.6
2021,3.호남권,94.1
2001,4.대경권,100.0
2002,4.대경권,99.5
2003,4.대경권,98.9
2004,4.대경권,98.3
2005,4.대경권,97.5
2006,4.대경권,97.2
2007,4.대경권,96.9
2008,4.대경권,96.7
2009,4.대경권,96.7
2010,4.대경권,96.6
2011,4.대경권,96.9
2012,4.대경권,97.1
2013,4.대경권,97.1
2014,4.대경권,97.2
2015,4.대경권,97.2
2016,4.대경권,97.2
2017,4.대경권,97.0
2018,4.대경권,96.8
2019,4.대경권,96.3
2020,4.대경권,95.9
2021,4.대경권,95.4
2001,5.동남권,100.0
2002,5.동남권,100.0
2003,5.동남권,99.9
2004,5.동남권,99.8
2005,5.동남권,99.5
2006,5.동남권,99.4
2007,5.동남권,99.3
2008,5.동남권,99.5
2009,5.동남권,99.7
2010,5.동남권,99.8
2011,5.동남권,100.3
2012,5.동남권,100.5
2013,5.동남권,100.8
2014,5.동남권,101.3
2015,5.동남권,101.7
2016,5.동남권,101.8
2017,5.동남권,101.4
2018,5.동남권,101.3
2019,5.동남권,100.7
2020,5.동남권,100.3
2021,5.동남권,99.8
2001,6.강원권,100.0
2002,6.강원권,99.6
2003,6.강원권,99.0
2004,6.강원권,98.7
2005,6.강원권,98.2
2006,6.강원권,97.7
2007,6.강원권,97.4
2008,6.강원권,97.6
2009,6.강원권,97.9
2010,6.강원권,98.2
2011,6.강원권,98.8
2012,6.강원권,99.2
2013,6.강원권,99.3
2014,6.강원권,99.6
2015,6.강원권,100.0
2016,6.강원권,100.3
2017,6.강원권,100.3
2018,6.강원권,100.3
2019,6.강원권,100.0
2020,6.강원권,99.9
2021,6.강원권,99.8
2001,7.제주권,100.0
2002,7.제주권,101.0
2003,7.제주권,101.5
2004,7.제주권,102.1
2005,7.제주권,102.5
2006,7.제주권,102.9
2007,7.제주권,102.8
2008,7.제주권,102.9
2009,7.제주권,103.2
2010,7.제주권,103.7
2011,7.제주권,104.8
2012,7.제주권,106.1
2013,7.제주권,107.8
2014,7.제주권,110.4
2015,7.제주권,113.4
2016,7.제주권,116.9
2017,7.제주권,120.1
2018,7.제주권,123.5
2019,7.제주권,124.8
2020,7.제주권,126.8
2021,7.제주권,128.6
